sa_id,phase,tier,title,registry_status,bucket,recipe_ok,recipe_path,verify_recipe,validation,proof_verdict,honest_proof,has_receipt,receipt_status,closeout_reporter,quarantined_yaml,machine_verify,missing_gaps,cycle_check,cycle_act,cycle_verify,queue_pos,queue_role
sa-0842,phase-s8-hub-ui-ux,T1,Validate prompt queue and direction API GET 200,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0842.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0843,phase-s8-hub-ui-ux,T1,Cross-check connected apps mini_apps registry render,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0843.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0844,phase-s8-hub-ui-ux,T1,Validate system roadmap tab ensureSystemRoadmap boot,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0844.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0845,phase-s8-hub-ui-ux,T1,Document refresh dedupe env vars in build script comment,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0845.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0846,phase-s8-hub-ui-ux,T1,Compare hub perf incident lazy load fix in synthesis doc,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0846.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0847,phase-s8-hub-ui-ux,T1,Validate founder track cards close when artifacts visible doc,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0847.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0848,phase-s8-hub-ui-ux,T1,Run hub-essentials pillar_count >= 6 in backend E2E,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0848.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0849,phase-s8-hub-ui-ux,T1,Cross-check edit lock doc vs maintainer self-audit incident,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0849.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0850,phase-s8-hub-ui-ux,T1,Append hub UI UX evidence after panel ship,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0850.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0851,phase-s8-hub-ui-ux,T2,Validate app.js lazy load __COMMAND_DATA_LAZY shell bootstrap,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0851.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0852,phase-s8-hub-ui-ux,T2,Measure command-data-shell.json size — target under 500KB,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0852.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0853,phase-s8-hub-ui-ux,T2,Fix refresh pipeline total time under 360s for audit E2E,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0853.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0854,phase-s8-hub-ui-ux,T2,Validate Today tab nudge banner links to council-room tab,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0854.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0855,phase-s8-hub-ui-ux,T2,Validate agent-scoreboard table Auto green column header,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0855.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0856,phase-s8-hub-ui-ux,T2,Cross-check SINA_COMMAND_NO_TERMINAL_FOUNDER law in hub copy,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0856.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0857,phase-s8-hub-ui-ux,T2,Validate founder actions grouped payload in command center,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0857.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0858,phase-s8-hub-ui-ux,T2,Run NAV sync 42 tabs after adding new sidebar entry,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0858.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0859,phase-s8-hub-ui-ux,T2,Validate graph executor panel first_action_id display,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0859.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0860,phase-s8-hub-ui-ux,T2,Cross-check hub essentials nav_coverage complete flag,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0860.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0861,phase-s8-hub-ui-ux,T2,Validate private agent pages 8 packs seed isolation audit,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0861.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0862,phase-s8-hub-ui-ux,T2,Run audit_private_agent_pages after workspace page change,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0862.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0863,phase-s8-hub-ui-ux,T2,Validate incident room certify banner not blocking Today,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0863.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0864,phase-s8-hub-ui-ux,T2,Cross-check playful UI spec vs sc-page-hero components,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0864.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0865,phase-s8-hub-ui-ux,T2,Validate workspace mirror scoreboard block auto-green text,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0865.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0866,phase-s8-hub-ui-ux,T2,Run intelligence circle clear_session dry-run in E2E,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0866.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0867,phase-s8-hub-ui-ux,T2,Validate prompt queue and direction API GET 200,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0867.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0868,phase-s8-hub-ui-ux,T2,Cross-check connected apps mini_apps registry render,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0868.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0869,phase-s8-hub-ui-ux,T2,Validate system roadmap tab ensureSystemRoadmap boot,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0869.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0870,phase-s8-hub-ui-ux,T2,Document refresh dedupe env vars in build script comment,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0870.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0871,phase-s8-hub-ui-ux,T2,Compare hub perf incident lazy load fix in synthesis doc,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0871.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0872,phase-s8-hub-ui-ux,T2,Validate founder track cards close when artifacts visible doc,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0872.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0873,phase-s8-hub-ui-ux,T2,Run hub-essentials pillar_count >= 6 in backend E2E,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0873.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0874,phase-s8-hub-ui-ux,T2,Cross-check edit lock doc vs maintainer self-audit incident,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0874.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0875,phase-s8-hub-ui-ux,T2,Append hub UI UX evidence after panel ship,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0875.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0876,phase-s8-hub-ui-ux,T3,Validate app.js lazy load __COMMAND_DATA_LAZY shell bootstrap,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0876.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0877,phase-s8-hub-ui-ux,T3,Measure command-data-shell.json size — target under 500KB,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0877.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0878,phase-s8-hub-ui-ux,T3,Fix refresh pipeline total time under 360s for audit E2E,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0878.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0879,phase-s8-hub-ui-ux,T3,Validate Today tab nudge banner links to council-room tab,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0879.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0880,phase-s8-hub-ui-ux,T3,Validate agent-scoreboard table Auto green column header,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0880.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0881,phase-s8-hub-ui-ux,T3,Cross-check SINA_COMMAND_NO_TERMINAL_FOUNDER law in hub copy,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0881.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0882,phase-s8-hub-ui-ux,T3,Validate founder actions grouped payload in command center,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0882.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0883,phase-s8-hub-ui-ux,T3,Run NAV sync 42 tabs after adding new sidebar entry,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0883.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0884,phase-s8-hub-ui-ux,T3,Validate graph executor panel first_action_id display,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0884.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0885,phase-s8-hub-ui-ux,T3,Cross-check hub essentials nav_coverage complete flag,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0885.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0886,phase-s8-hub-ui-ux,T3,Validate private agent pages 8 packs seed isolation audit,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0886.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0887,phase-s8-hub-ui-ux,T3,Run audit_private_agent_pages after workspace page change,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0887.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0888,phase-s8-hub-ui-ux,T3,Validate incident room certify banner not blocking Today,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0888.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0889,phase-s8-hub-ui-ux,T3,Cross-check playful UI spec vs sc-page-hero components,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0889.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0890,phase-s8-hub-ui-ux,T3,Validate workspace mirror scoreboard block auto-green text,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0890.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0891,phase-s8-hub-ui-ux,T3,Run intelligence circle clear_session dry-run in E2E,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0891.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0892,phase-s8-hub-ui-ux,T3,Validate prompt queue and direction API GET 200,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0892.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0893,phase-s8-hub-ui-ux,T3,Cross-check connected apps mini_apps registry render,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0893.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0894,phase-s8-hub-ui-ux,T3,Validate system roadmap tab ensureSystemRoadmap boot,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0894.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0895,phase-s8-hub-ui-ux,T3,Document refresh dedupe env vars in build script comment,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0895.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0896,phase-s8-hub-ui-ux,T3,Compare hub perf incident lazy load fix in synthesis doc,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0896.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0897,phase-s8-hub-ui-ux,T3,Validate founder track cards close when artifacts visible doc,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0897.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0898,phase-s8-hub-ui-ux,T3,Run hub-essentials pillar_count >= 6 in backend E2E,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0898.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0899,phase-s8-hub-ui-ux,T3,Cross-check edit lock doc vs maintainer self-audit incident,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0899.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0900,phase-s8-hub-ui-ux,T3,Append hub UI UX evidence after panel ship,backlog,never_touched,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0900.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0901,phase-s9-research-models,T0,Document compare GPT-4o Claude Opus Gemini workflow gaps T3 research only,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0901.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0902,phase-s9-research-models,T0,Write spike: Cursor agent vs Devin vs SWE-agent on SourceA verify gates,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0902.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0903,phase-s9-research-models,T0,Compare RAGAS eval CI to Eval-1b live packet approach — internal note,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0903.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0904,phase-s9-research-models,T0,Research OpenRouter real embeddings cost model — defer implementation,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0904.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0905,phase-s9-research-models,T0,Research L0-full Cursor MCP editor telemetry — defer per phase 6,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0905.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0906,phase-s9-research-models,T0,Document pos-dispatch policy promotion criteria — founder council vote,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0906.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0907,phase-s9-research-models,T0,Compare best world model agent OS patterns to Sina D-layer stack,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0907.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0908,phase-s9-research-models,T0,Analyze critic law effectiveness — external chat wrong rate table,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0908.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0909,phase-s9-research-models,T0,Research fleet 8-agent scoreboard at scale — auto-check taxonomy,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0909.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0910,phase-s9-research-models,T0,Document no-ASF verify authority pattern for other repos mono noetfield,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0910.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0911,phase-s9-research-models,T0,Compare Mono 1000 pack workflow to SourceA 1000 — sync pick scripts,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0911.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0912,phase-s9-research-models,T0,Research hub refresh parallelize progress+bowl — perf note only,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0912.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0913,phase-s9-research-models,T0,Spike: eval live pilot expansion beyond 5 tasks — tasks.json design,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0913.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0914,phase-s9-research-models,T0,Document TrustField vs RunReceipt vs MergePack positioning matrix,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0914.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0915,phase-s9-research-models,T0,Research event bus topic taxonomy for spine learning loop,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0915.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0916,phase-s9-research-models,T0,Compare ENFORCE IDE bypass gap to industry gate patterns,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0916.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0917,phase-s9-research-models,T0,Document two-speed clocks strategic slice vs lane P0 case study,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0917.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0918,phase-s9-research-models,T0,Research governance fleet validator extensions for lazy-load FR rows,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0918.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0919,phase-s9-research-models,T0,Spike: semantic diff L14 integration with packet assembly,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0919.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0920,phase-s9-research-models,T0,Document world model v5 vs v4 migration lessons locked,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0920.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0921,phase-s9-research-models,T0,Research agent essay discourse as fleet compliance moat,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0921.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0922,phase-s9-research-models,T0,Compare founder hub-only law to terminal-first agent products,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0922.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0923,phase-s9-research-models,T0,Document validate-spine-bridge-founder proof types matrix,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0923.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
sa-0924,phase-s9-research-models,T0,Research PROGRAM_PROGRESS machine sync vs manual ASF edit incidents,backlog,never_touched,yes,prompts/phase-s9-research-models/T0/sa-0924.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,no,,NOT_DONE,no,no,no,,
