sa_id,phase,tier,title,audit_verdict,has_receipt,receipt_status,receipt_engine,receipt_at,receipt_path,has_closeout_yaml,closeout_reporter,closeout_reported_at,closeout_yaml,closeout_evidence
sa-0280,phase-s2-hub-build-ci,T3,Dedupe refresh: SINA_SKIP_NESTED_BOWL + SINA_SKIP_PANEL_BUILD in pipeline,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0280.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0281,phase-s2-hub-build-ci,T3,Skip nested bowl.sh in update-program-progress when env skip set,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0281.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0282,phase-s2-hub-build-ci,T3,Add fleet scan timeout 120s in build-sina-daily-bowl refresh_fleet,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0282.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0283,phase-s2-hub-build-ci,T3,Log fleet snapshot nudges auto-green report gaps on build complete,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0283.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0284,phase-s2-hub-build-ci,T3,Run bash validate-verify-wire-v1.sh on build; bump P0-RUNRECEIPT 100%,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0284.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0285,phase-s2-hub-build-ci,T3,Run bash validate-spine-bridge-founder-v1.sh after graph executor seed,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0285.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0286,phase-s2-hub-build-ci,T3,Run python3 audit_agent_governance_e2e.py v6 eight agents,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0286.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0287,phase-s2-hub-build-ci,T3,Run audit_personal_db_layer_a.py non-strict on build,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0287.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0288,phase-s2-hub-build-ci,T3,Validate governance-fleet in strict build after eval live,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0288.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0289,phase-s2-hub-build-ci,T3,Ensure hub serve-sina-command.sh health on :13020 before E2E,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0289.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0290,phase-s2-hub-build-ci,T3,Cross-check find_critical_bugs hub_health curl :13020,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0290.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0291,phase-s2-hub-build-ci,T3,Harden audit_backend_e2e refresh intelligence_circle chat_messages check,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0291.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0292,phase-s2-hub-build-ci,T3,Document refresh ~230s expected in SOURCEA-PRIORITY perf note,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0292.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0293,phase-s2-hub-build-ci,T3,Run seed_council_strategic_slice_v1 on build without flake,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0293.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0294,phase-s2-hub-build-ci,T3,Run import_founder_directives_v1 on build when jsonl rows exist,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0294.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0295,phase-s2-hub-build-ci,T3,Validate command-data.json and shell.json written atomically,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0295.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0296,phase-s2-hub-build-ci,T3,Compare build log fleet snapshot to scoreboard_payload live,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0296.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0297,phase-s2-hub-build-ci,T3,Reject duplicate panel build inside bowl during hub refresh,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0297.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0298,phase-s2-hub-build-ci,T3,Run validate-governance-drift-v1.sh in find_critical_bugs chain,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0298.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0299,phase-s2-hub-build-ci,T3,Add WTM future column guard in find_critical_bugs when hub up,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0299.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0300,phase-s2-hub-build-ci,T3,Append REPO_EXECUTION_LOGS/sourcea latest.yaml on CI pass,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T03:07:03Z,2026-06-07T0307_plan-with-no-asf-sa-0300.yaml,validate-phase-s2-hub-build-ci-v1 · T0 machine proof · critical 0
sa-0301,phase-s3-scoreboard-fleet,T0,Implement agent_scoreboard _auto_verify on auto_pass verified_by auto,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T04:20:00Z,2026-06-07T0420_plan-with-no-asf-sa-0301-auto-verify.yaml,OK _auto_verify verified_by=auto on 8 auto_pass rows · critical 0
sa-0302,phase-s3-scoreboard-fleet,T0,Expose fleet_auto_green_count in scoreboard_payload,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T04:30:00Z,2026-06-07T0430_plan-with-no-asf-sa-0302-fleet-auto-green.yaml,OK fleet_auto_green_count=8 (sa-0302) · critical 0
sa-0303,phase-s3-scoreboard-fleet,T0,Backfill auto_verify in scoreboard_row when auto_pass and report exists,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T04:40:00Z,2026-06-07T0440_plan-with-no-asf-sa-0303-row-backfill.yaml,OK 8 rows backfilled verified_by=auto (sa-0303) · critical 0
sa-0304,phase-s3-scoreboard-fleet,T0,Set scoreboard tagline auto-checks green not ASF verify,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T04:50:00Z,2026-06-07T0450_plan-with-no-asf-sa-0304-tagline.yaml,OK scoreboard tagline auto-checks green not ASF verify (sa-0304) · critical 0
sa-0305,phase-s3-scoreboard-fleet,T0,Update app.js renderAgentScoreboard hero auto-green copy and gap banners,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T05:00:00Z,2026-06-07T0500_plan-with-no-asf-sa-0305-scoreboard-ui.yaml,OK renderAgentScoreboard hero auto-green copy + gap banners (sa-0305) · critical 0
sa-0306,phase-s3-scoreboard-fleet,T0,Replace Verify Force buttons with Auto green pill when auto_pass,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T05:10:00Z,2026-06-07T0510_plan-with-no-asf-sa-0306-auto-green-pill.yaml,OK auto_pass Auto green pill replaces Verify/Force (sa-0306) · critical 0
sa-0307,phase-s3-scoreboard-fleet,T0,Show essayNudgeBanner on Today tab and Council room from essay_discourse,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:38:31Z,2026-06-07T0238_plan-with-no-asf-sa-0307.yaml,validate-essay-nudge-banner-v1 · renderEssayNudgeBanner Today+Council · essay_discourse
sa-0308,phase-s3-scoreboard-fleet,T0,Inject planner_bridge_ready first_action_id note in renderGraphExecutorPanel,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:40:43Z,2026-06-07T0240_plan-with-no-asf-sa-0308.yaml,validate-graph-executor-planner-bridge-v1 · planner_bridge_ready first_action_id note
sa-0309,phase-s3-scoreboard-fleet,T0,Run bash validate-governance-fleet-v1.sh — nudges and verify_gap SSOT,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:43:06Z,2026-06-07T0243_plan-with-no-asf-sa-0309.yaml,validate-governance-fleet-nudges-ssot-v1 · nudges+verify_gap SSOT
sa-0310,phase-s3-scoreboard-fleet,T0,Sync FR-007/010/011 shipped via founder_request_tracker sync_shipped_from_disk,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:45:18Z,2026-06-07T0245_plan-with-no-asf-sa-0310.yaml,validate-founder-request-fleet-sync-v1 · sync_shipped_from_disk FR-007/010/011 shipped
sa-0311,phase-s3-scoreboard-fleet,T0,Mark FR-008 in_progress until nudge_count <= 2,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:47:15Z,2026-06-07T0247_plan-with-no-asf-sa-0311.yaml,validate-founder-request-fleet-sync-v1 · FR-008 nudge_count<=2 shipped else in_progress · nudges 0
sa-0312,phase-s3-scoreboard-fleet,T0,Mark FR-009 shipped when auto_pass_count >= 6 not ASF verify count,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:49:40Z,2026-06-07T0249_plan-with-no-asf-sa-0312.yaml,validate-founder-request-fleet-sync-v1 · FR-009 auto_pass_count>=6 shipped · 8/8 auto_pass
sa-0313,phase-s3-scoreboard-fleet,T0,Remove ASF verified copy from workspace mirror scoreboard block,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:51:58Z,2026-06-07T0251_plan-with-no-asf-sa-0313.yaml,validate-workspace-mirror-scoreboard-v1 · auto-green machine copy · no ASF verify
sa-0314,phase-s3-scoreboard-fleet,T0,Validate fleet_report_gap banner lists missing agent ids,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:53:56Z,2026-06-07T0253_plan-with-no-asf-sa-0314.yaml,validate-fleet-gap-banners-ui-v1 · fleet_report_gap Missing reports banner lists agent ids
sa-0315,phase-s3-scoreboard-fleet,T0,Validate fleet_verify_gap lists agents with report but no auto_pass,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:55:54Z,2026-06-07T0255_plan-with-no-asf-sa-0315.yaml,validate-fleet-gap-banners-ui-v1 · fleet_verify_gap Auto-check gaps banner lists agent ids
sa-0316,phase-s3-scoreboard-fleet,T0,Run agent_essay_discourse essay_nudges payload for council,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:57:51Z,2026-06-07T0257_plan-with-no-asf-sa-0316.yaml,validate-essay-nudges-council-v1 · essay_nudges payload wired to council_room
sa-0317,phase-s3-scoreboard-fleet,T0,Ensure 6 essay nudges visible until lanes post governance-drift essays,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-07T02:59:31Z,2026-06-07T0259_plan-with-no-asf-sa-0317.yaml,"validate-essay-nudge-banner-v1 · slice(0,6) up to 6 nudges visible Today+Council"
sa-0318,phase-s3-scoreboard-fleet,T0,Cross-check AGENT_SCOREBOARD_LOCKED_v1.md law vs UI behavior,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0319,phase-s3-scoreboard-fleet,T0,Reject manual verify as progress authority in hub primary UI grep,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0320,phase-s3-scoreboard-fleet,T0,Run scoreboard session report POST E2E via audit_backend minimal,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0321,phase-s3-scoreboard-fleet,T0,Validate auto_checks council_read vault_used paths in scoreboard,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0322,phase-s3-scoreboard-fleet,T0,Document fleet targets reported>=6 auto_pass>=6 nudges<=2 in PRIORITY,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0323,phase-s3-scoreboard-fleet,T0,Compare MergePack exclusion in scoreboard agent count 8,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0324,phase-s3-scoreboard-fleet,T0,Run governance fleet validator after essay or scoreboard code change,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0325,phase-s3-scoreboard-fleet,T0,Append SOURCEA-PRIORITY fleet auto-green count evidence row,DONE_NO_PROOF_ON_DISK,no,,,,,no,,,,
sa-0326,phase-s3-scoreboard-fleet,T1,Implement agent_scoreboard _auto_verify on auto_pass verified_by auto,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:21:20Z,2026-06-08T1921_plan-with-no-asf-sa-0326.yaml,scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0327,phase-s3-scoreboard-fleet,T1,Expose fleet_auto_green_count in scoreboard_payload,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:21:20Z,2026-06-08T1921_plan-with-no-asf-sa-0327.yaml,scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0328,phase-s3-scoreboard-fleet,T1,Backfill auto_verify in scoreboard_row when auto_pass and report exists,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:21:20Z,2026-06-08T1921_plan-with-no-asf-sa-0328.yaml,scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0329,phase-s3-scoreboard-fleet,T1,Set scoreboard tagline auto-checks green not ASF verify,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:21:21Z,2026-06-08T1921_plan-with-no-asf-sa-0329.yaml,scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0330,phase-s3-scoreboard-fleet,T1,Update app.js renderAgentScoreboard hero auto-green copy and gap banners,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:21:21Z,2026-06-08T1921_plan-with-no-asf-sa-0330.yaml,scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0331,phase-s3-scoreboard-fleet,T1,Replace Verify Force buttons with Auto green pill when auto_pass,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:21:21Z,2026-06-08T1921_plan-with-no-asf-sa-0331.yaml,scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0332,phase-s3-scoreboard-fleet,T1,Show essayNudgeBanner on Today tab and Council room from essay_discourse,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0332.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0333,phase-s3-scoreboard-fleet,T1,Inject planner_bridge_ready first_action_id note in renderGraphExecutorPanel,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0333.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0334,phase-s3-scoreboard-fleet,T1,Run bash validate-governance-fleet-v1.sh — nudges and verify_gap SSOT,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0334.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0335,phase-s3-scoreboard-fleet,T1,Sync FR-007/010/011 shipped via founder_request_tracker sync_shipped_from_disk,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0335.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0336,phase-s3-scoreboard-fleet,T1,Mark FR-008 in_progress until nudge_count <= 2,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0336.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0337,phase-s3-scoreboard-fleet,T1,Mark FR-009 shipped when auto_pass_count >= 6 not ASF verify count,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0337.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0338,phase-s3-scoreboard-fleet,T1,Remove ASF verified copy from workspace mirror scoreboard block,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0338.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0339,phase-s3-scoreboard-fleet,T1,Validate fleet_report_gap banner lists missing agent ids,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:39Z,2026-06-08T1923_plan-with-no-asf-sa-0339.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0340,phase-s3-scoreboard-fleet,T1,Validate fleet_verify_gap lists agents with report but no auto_pass,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:40Z,2026-06-08T1923_plan-with-no-asf-sa-0340.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0341,phase-s3-scoreboard-fleet,T1,Run agent_essay_discourse essay_nudges payload for council,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:23:40Z,2026-06-08T1923_plan-with-no-asf-sa-0341.yaml,pack6 scoreboard-fleet T1 verify-only; strict-build validators PASS
sa-0342,phase-s3-scoreboard-fleet,T1,Ensure 6 essay nudges visible until lanes post governance-drift essays,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0342.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0343,phase-s3-scoreboard-fleet,T1,Cross-check AGENT_SCOREBOARD_LOCKED_v1.md law vs UI behavior,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0343.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0344,phase-s3-scoreboard-fleet,T1,Reject manual verify as progress authority in hub primary UI grep,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0344.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0345,phase-s3-scoreboard-fleet,T1,Run scoreboard session report POST E2E via audit_backend minimal,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0345.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0346,phase-s3-scoreboard-fleet,T1,Validate auto_checks council_read vault_used paths in scoreboard,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0346.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0347,phase-s3-scoreboard-fleet,T1,Document fleet targets reported>=6 auto_pass>=6 nudges<=2 in PRIORITY,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0347.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0348,phase-s3-scoreboard-fleet,T1,Compare MergePack exclusion in scoreboard agent count 8,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0348.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0349,phase-s3-scoreboard-fleet,T1,Run governance fleet validator after essay or scoreboard code change,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0349.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0350,phase-s3-scoreboard-fleet,T1,Append SOURCEA-PRIORITY fleet auto-green count evidence row,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0350.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0351,phase-s3-scoreboard-fleet,T2,Implement agent_scoreboard _auto_verify on auto_pass verified_by auto,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:20:55Z,2026-06-07T1520_plan-with-no-asf-sa-0351.yaml,audit_backend_e2e PASS · validate-spine-bridge-founder-v1 PASS · find_critical_bugs critical 0 · _auto_verify verified_by auto
sa-0352,phase-s3-scoreboard-fleet,T2,Expose fleet_auto_green_count in scoreboard_payload,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T15:28:55Z,2026-06-07T1528_plan-with-no-asf-sa-0352.yaml,validate-fleet-auto-green-count-v1 fleet_auto_green_count=8 · validate-governance-fleet-v1 · audit_backend_e2e PASS · validate-spine-bridge-founder-v1 PASS · find_critical_bugs critical 0
sa-0353,phase-s3-scoreboard-fleet,T2,Backfill auto_verify in scoreboard_row when auto_pass and report exists,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:26:53Z,2026-06-08T1926_plan-with-no-asf-sa-0353.yaml,pack7 scoreboard-fleet verify-only; batch+validators PASS
sa-0354,phase-s3-scoreboard-fleet,T2,Set scoreboard tagline auto-checks green not ASF verify,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:29:50Z,2026-06-08T1929_plan-with-no-asf-sa-0354.yaml,pack8 scoreboard-fleet T2 verify-only; validators+batch PASS
sa-0355,phase-s3-scoreboard-fleet,T2,Update app.js renderAgentScoreboard hero auto-green copy and gap banners,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T00:18:55Z,2026-06-08T0018_plan-with-no-asf-sa-0355.yaml,strict build PASS · renderAgentScoreboard hero auto-green copy + gap banners · audit_backend_e2e + validate-spine-bridge-founder-v1 PASS · validate-dispatch-policy + governance-fleet PASS
sa-0356,phase-s3-scoreboard-fleet,T2,Replace Verify Force buttons with Auto green pill when auto_pass,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T00:27:23Z,2026-06-08T0027_plan-with-no-asf-sa-0356.yaml,audit_backend_e2e PASS · validate-spine-bridge-founder-v1 PASS · validate-scoreboard-auto-green-pill-v1 PASS · find_critical_bugs critical 0
sa-0357,phase-s3-scoreboard-fleet,T2,Show essayNudgeBanner on Today tab and Council room from essay_discourse,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T00:34:35Z,2026-06-08T0034_plan-with-no-asf-sa-0357.yaml,validate-essay-nudge-banner-v1 PASS · audit_backend_e2e PASS · spine-bridge PASS · critical 0
sa-0358,phase-s3-scoreboard-fleet,T2,Inject planner_bridge_ready first_action_id note in renderGraphExecutorPanel,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T00:51:15Z,2026-06-08T0051_plan-with-no-asf-sa-0358.yaml,audit_backend_e2e PASS · validate-spine-bridge-founder-v1 PASS · validate-graph-executor-planner-bridge-v1 PASS · planner_bridge_ready first_action_id note in renderGraphExecutorPanel
sa-0359,phase-s3-scoreboard-fleet,T2,Run bash validate-governance-fleet-v1.sh — nudges and verify_gap SSOT,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T00:58:49Z,2026-06-08T0058_plan-with-no-asf-sa-0359.yaml,validate-governance-fleet-v1 nudges 0 verify_gap 0 · audit_backend_e2e PASS · spine-bridge PASS
sa-0360,phase-s3-scoreboard-fleet,T2,Sync FR-007/010/011 shipped via founder_request_tracker sync_shipped_from_disk,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T01:05:22Z,2026-06-08T0105_plan-with-no-asf-sa-0360.yaml,audit_backend_e2e + validate-spine-bridge-founder-v1 PASS · sync_shipped_from_disk FR-007/010/011 shipped · critical 0
sa-0361,phase-s3-scoreboard-fleet,T2,Mark FR-008 in_progress until nudge_count <= 2,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T13:39:54Z,2026-06-07T1339_plan-with-no-asf-sa-0361.yaml,validate-eval-packet-v1b-live PASS 5/5 100% · validate-governance-fleet-v1 nudges 0 · find_critical_bugs critical 0 · audit_backend_e2e PASS · validate-spine-bridge-founder-v1 PASS · FR-008 shipped nu
sa-0362,phase-s3-scoreboard-fleet,T2,Mark FR-009 shipped when auto_pass_count >= 6 not ASF verify count,WORKER_YAML_ONLY,no,,,,,yes,cursor-worker,2026-06-07T13:46:24Z,2026-06-07T1346_plan-with-no-asf-sa-0362.yaml,validate-eval-packet-v1b-live PASS 4/5 80% · validate-governance-fleet-v1 nudges 0 · find_critical_bugs critical 0 · audit_backend_e2e PASS · validate-spine-bridge-founder-v1 PASS · FR-009 shipped aut
sa-0363,phase-s3-scoreboard-fleet,T2,Remove ASF verified copy from workspace mirror scoreboard block,BATCH_CLOSEOUT_ONLY,no,,,,,yes,cursor-worker-batch,2026-06-08T19:29:51Z,2026-06-08T1929_plan-with-no-asf-sa-0363.yaml,pack8 scoreboard-fleet T2 verify-only; validators+batch PASS
