sa_id,phase,tier,title,registry_status,has_recipe_file,recipe_path,recipe_md_status,verify_recipe,proof_verdict,honest_proof,full_worker_cycle,has_receipt,receipt_status,receipt_at,receipt_path,has_closeout_yaml,closeout_reporter,closeout_at,closeout_evidence,missing_gaps
sa-0808,phase-s8-hub-ui-ux,T0,Run NAV sync 42 tabs after adding new sidebar entry,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0808.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0809,phase-s8-hub-ui-ux,T0,Validate graph executor panel first_action_id display,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0809.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0810,phase-s8-hub-ui-ux,T0,Cross-check hub essentials nav_coverage complete flag,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0810.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0811,phase-s8-hub-ui-ux,T0,Validate private agent pages 8 packs seed isolation audit,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0811.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0812,phase-s8-hub-ui-ux,T0,Run audit_private_agent_pages after workspace page change,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0812.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0813,phase-s8-hub-ui-ux,T0,Validate incident room certify banner not blocking Today,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0813.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0814,phase-s8-hub-ui-ux,T0,Cross-check playful UI spec vs sc-page-hero components,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0814.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0815,phase-s8-hub-ui-ux,T0,Validate workspace mirror scoreboard block auto-green text,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0815.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0816,phase-s8-hub-ui-ux,T0,Run intelligence circle clear_session dry-run in E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0816.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0817,phase-s8-hub-ui-ux,T0,Validate prompt queue and direction API GET 200,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0817.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0818,phase-s8-hub-ui-ux,T0,Cross-check connected apps mini_apps registry render,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0818.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0819,phase-s8-hub-ui-ux,T0,Validate system roadmap tab ensureSystemRoadmap boot,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0819.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0820,phase-s8-hub-ui-ux,T0,Document refresh dedupe env vars in build script comment,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0820.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0821,phase-s8-hub-ui-ux,T0,"Hub home redesign — plain English status, goals, events (ASF directive)",backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0821.md,backlog,bash scripts/validate-hub-home-founder-view-v1.sh && cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T03:50:02Z,renderHomeFounderView UI+payload E2E validate-hub-home-founder-view PASS critical0,NOT_DONE
sa-0822,phase-s8-hub-ui-ux,T0,Validate founder track cards close when artifacts visible doc,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0822.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0823,phase-s8-hub-ui-ux,T0,Run hub-essentials pillar_count >= 6 in backend E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0823.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0824,phase-s8-hub-ui-ux,T0,Cross-check edit lock doc vs maintainer self-audit incident,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0824.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0825,phase-s8-hub-ui-ux,T0,Append hub UI UX evidence after panel ship,backlog,yes,prompts/phase-s8-hub-ui-ux/T0/sa-0825.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0826,phase-s8-hub-ui-ux,T1,Validate app.js lazy load __COMMAND_DATA_LAZY shell bootstrap,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0826.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0827,phase-s8-hub-ui-ux,T1,Measure command-data-shell.json size — target under 500KB,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0827.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0828,phase-s8-hub-ui-ux,T1,Fix refresh pipeline total time under 360s for audit E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0828.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0829,phase-s8-hub-ui-ux,T1,Validate Today tab nudge banner links to council-room tab,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0829.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0830,phase-s8-hub-ui-ux,T1,Validate agent-scoreboard table Auto green column header,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0830.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0831,phase-s8-hub-ui-ux,T1,Cross-check SINA_COMMAND_NO_TERMINAL_FOUNDER law in hub copy,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0831.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0832,phase-s8-hub-ui-ux,T1,Validate founder actions grouped payload in command center,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0832.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0833,phase-s8-hub-ui-ux,T1,Run NAV sync 42 tabs after adding new sidebar entry,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0833.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0834,phase-s8-hub-ui-ux,T1,Validate graph executor panel first_action_id display,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0834.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0835,phase-s8-hub-ui-ux,T1,Cross-check hub essentials nav_coverage complete flag,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0835.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0836,phase-s8-hub-ui-ux,T1,Validate private agent pages 8 packs seed isolation audit,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0836.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0837,phase-s8-hub-ui-ux,T1,Run audit_private_agent_pages after workspace page change,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0837.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0838,phase-s8-hub-ui-ux,T1,Validate incident room certify banner not blocking Today,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0838.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0839,phase-s8-hub-ui-ux,T1,Cross-check playful UI spec vs sc-page-hero components,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0839.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0840,phase-s8-hub-ui-ux,T1,Validate workspace mirror scoreboard block auto-green text,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0840.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0841,phase-s8-hub-ui-ux,T1,Run intelligence circle clear_session dry-run in E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0841.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0842,phase-s8-hub-ui-ux,T1,Validate prompt queue and direction API GET 200,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0842.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0843,phase-s8-hub-ui-ux,T1,Cross-check connected apps mini_apps registry render,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0843.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0844,phase-s8-hub-ui-ux,T1,Validate system roadmap tab ensureSystemRoadmap boot,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0844.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0845,phase-s8-hub-ui-ux,T1,Document refresh dedupe env vars in build script comment,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0845.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0846,phase-s8-hub-ui-ux,T1,Compare hub perf incident lazy load fix in synthesis doc,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0846.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0847,phase-s8-hub-ui-ux,T1,Validate founder track cards close when artifacts visible doc,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0847.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0848,phase-s8-hub-ui-ux,T1,Run hub-essentials pillar_count >= 6 in backend E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0848.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0849,phase-s8-hub-ui-ux,T1,Cross-check edit lock doc vs maintainer self-audit incident,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0849.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0850,phase-s8-hub-ui-ux,T1,Append hub UI UX evidence after panel ship,backlog,yes,prompts/phase-s8-hub-ui-ux/T1/sa-0850.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0851,phase-s8-hub-ui-ux,T2,Validate app.js lazy load __COMMAND_DATA_LAZY shell bootstrap,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0851.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0852,phase-s8-hub-ui-ux,T2,Measure command-data-shell.json size — target under 500KB,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0852.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0853,phase-s8-hub-ui-ux,T2,Fix refresh pipeline total time under 360s for audit E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0853.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0854,phase-s8-hub-ui-ux,T2,Validate Today tab nudge banner links to council-room tab,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0854.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0855,phase-s8-hub-ui-ux,T2,Validate agent-scoreboard table Auto green column header,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0855.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0856,phase-s8-hub-ui-ux,T2,Cross-check SINA_COMMAND_NO_TERMINAL_FOUNDER law in hub copy,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0856.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0857,phase-s8-hub-ui-ux,T2,Validate founder actions grouped payload in command center,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0857.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0858,phase-s8-hub-ui-ux,T2,Run NAV sync 42 tabs after adding new sidebar entry,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0858.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0859,phase-s8-hub-ui-ux,T2,Validate graph executor panel first_action_id display,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0859.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0860,phase-s8-hub-ui-ux,T2,Cross-check hub essentials nav_coverage complete flag,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0860.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0861,phase-s8-hub-ui-ux,T2,Validate private agent pages 8 packs seed isolation audit,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0861.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0862,phase-s8-hub-ui-ux,T2,Run audit_private_agent_pages after workspace page change,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0862.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0863,phase-s8-hub-ui-ux,T2,Validate incident room certify banner not blocking Today,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0863.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0864,phase-s8-hub-ui-ux,T2,Cross-check playful UI spec vs sc-page-hero components,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0864.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0865,phase-s8-hub-ui-ux,T2,Validate workspace mirror scoreboard block auto-green text,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0865.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0866,phase-s8-hub-ui-ux,T2,Run intelligence circle clear_session dry-run in E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0866.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0867,phase-s8-hub-ui-ux,T2,Validate prompt queue and direction API GET 200,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0867.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0868,phase-s8-hub-ui-ux,T2,Cross-check connected apps mini_apps registry render,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0868.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0869,phase-s8-hub-ui-ux,T2,Validate system roadmap tab ensureSystemRoadmap boot,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0869.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0870,phase-s8-hub-ui-ux,T2,Document refresh dedupe env vars in build script comment,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0870.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0871,phase-s8-hub-ui-ux,T2,Compare hub perf incident lazy load fix in synthesis doc,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0871.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0872,phase-s8-hub-ui-ux,T2,Validate founder track cards close when artifacts visible doc,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0872.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0873,phase-s8-hub-ui-ux,T2,Run hub-essentials pillar_count >= 6 in backend E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0873.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0874,phase-s8-hub-ui-ux,T2,Cross-check edit lock doc vs maintainer self-audit incident,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0874.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0875,phase-s8-hub-ui-ux,T2,Append hub UI UX evidence after panel ship,backlog,yes,prompts/phase-s8-hub-ui-ux/T2/sa-0875.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0876,phase-s8-hub-ui-ux,T3,Validate app.js lazy load __COMMAND_DATA_LAZY shell bootstrap,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0876.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0877,phase-s8-hub-ui-ux,T3,Measure command-data-shell.json size — target under 500KB,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0877.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0878,phase-s8-hub-ui-ux,T3,Fix refresh pipeline total time under 360s for audit E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0878.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0879,phase-s8-hub-ui-ux,T3,Validate Today tab nudge banner links to council-room tab,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0879.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0880,phase-s8-hub-ui-ux,T3,Validate agent-scoreboard table Auto green column header,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0880.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0881,phase-s8-hub-ui-ux,T3,Cross-check SINA_COMMAND_NO_TERMINAL_FOUNDER law in hub copy,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0881.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0882,phase-s8-hub-ui-ux,T3,Validate founder actions grouped payload in command center,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0882.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0883,phase-s8-hub-ui-ux,T3,Run NAV sync 42 tabs after adding new sidebar entry,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0883.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0884,phase-s8-hub-ui-ux,T3,Validate graph executor panel first_action_id display,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0884.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0885,phase-s8-hub-ui-ux,T3,Cross-check hub essentials nav_coverage complete flag,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0885.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0886,phase-s8-hub-ui-ux,T3,Validate private agent pages 8 packs seed isolation audit,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0886.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0887,phase-s8-hub-ui-ux,T3,Run audit_private_agent_pages after workspace page change,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0887.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0888,phase-s8-hub-ui-ux,T3,Validate incident room certify banner not blocking Today,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0888.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0889,phase-s8-hub-ui-ux,T3,Cross-check playful UI spec vs sc-page-hero components,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0889.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0890,phase-s8-hub-ui-ux,T3,Validate workspace mirror scoreboard block auto-green text,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0890.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0891,phase-s8-hub-ui-ux,T3,Run intelligence circle clear_session dry-run in E2E,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0891.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0892,phase-s8-hub-ui-ux,T3,Validate prompt queue and direction API GET 200,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0892.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
sa-0893,phase-s8-hub-ui-ux,T3,Cross-check connected apps mini_apps registry render,backlog,yes,prompts/phase-s8-hub-ui-ux/T3/sa-0893.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,no,,,,NOT_DONE
