id,source_path,filename,ext,size_bytes,subject,field,spec_tier,status
ic-01574,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.5_A4.pdf,WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.5_A4.pdf,.pdf,129939,trustfield,spec,active,classified
ic-01575,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.42_Letter.pdf,WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.42_Letter.pdf,.pdf,41093,trustfield,spec,active,classified
ic-01576,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_A4.pdf,WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_A4.pdf,.pdf,13891,trustfield,spec,active,classified
ic-01577,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_Letter.pdf,WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.6_Letter.pdf,.pdf,13691,trustfield,spec,active,classified
ic-01578,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.3.pdf,WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.3.pdf,.pdf,17862,trustfield,spec,active,classified
ic-01579,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.2.pdf,WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.2.pdf,.pdf,13836,trustfield,spec,active,classified
ic-01580,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.5_Letter.pdf,WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.5_Letter.pdf,.pdf,128932,trustfield,spec,active,classified
ic-01581,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.4_A4.pdf,WitnessBC_Pro_Corrections-Update-Protocol_Sample_v2025.12.26.4_A4.pdf,.pdf,80122,trustfield,spec,active,classified
ic-01582,Witness/Products/WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.10_Letter.pdf,WitnessBC_Pro_Corrections-Update-Protocol_v2025.12.26.10_Letter.pdf,.pdf,29224,trustfield,spec,active,classified
ic-01583,Witness/Witness BC/Executable_Campaign_Plan_BC_Newcomer_Workers_EN_v1.docx,Executable_Campaign_Plan_BC_Newcomer_Workers_EN_v1.docx,.docx,39952,trustfield,ops,active,classified
ic-01584,lexre/core/richtext.ts,richtext.ts,.ts,2016,lexre,code,draft,classified
ic-01585,lexre/core/checklists.ts,checklists.ts,.ts,5491,lexre,code,draft,classified
ic-01586,lexre/core/prompts.ts,prompts.ts,.ts,2338,sina_os,code,draft,classified
ic-01587,lexre/core/constants.ts,constants.ts,.ts,6679,lexre,code,draft,classified
ic-01588,lexre/state/reducer.ts,reducer.ts,.ts,7235,lexre,code,draft,classified
ic-01589,lexre/components/CommandPalette.tsx,CommandPalette.tsx,.tsx,5594,lexre,code,draft,classified
ic-01590,lexre/components/DealContext.tsx,DealContext.tsx,.tsx,3830,lexre,code,draft,classified
ic-01591,lexre/components/RichText.tsx,RichText.tsx,.tsx,3997,lexre,code,draft,classified
ic-01592,lexre/components/ui.tsx,ui.tsx,.tsx,4651,lexre,code,draft,classified
ic-01593,lexre/hooks/useAsyncQuery.ts,useAsyncQuery.ts,.ts,1299,lexre,code,draft,classified
ic-01594,lexre/hooks/useKeyboard.ts,useKeyboard.ts,.ts,622,lexre,code,draft,classified
ic-01595,lexre/services/claude.ts,claude.ts,.ts,1966,lexre,code,draft,classified
ic-01596,lexre/components/sections/Dashboard.tsx,Dashboard.tsx,.tsx,6947,lexre,code,draft,classified
ic-01597,lexre/components/sections/Assistant.tsx,Assistant.tsx,.tsx,7461,lexre,code,draft,classified
ic-01598,lexre/components/sections/Contract.tsx,Contract.tsx,.tsx,5565,lexre,code,draft,classified
ic-01599,lexre/components/sections/OtherSections.tsx,OtherSections.tsx,.tsx,11972,lexre,code,draft,classified
ic-01600,lexre/components/sections/Checklist.tsx,Checklist.tsx,.tsx,5028,lexre,code,draft,classified
ic-01601,The 777 Foundation/Letters/The_777_Foundation_Intro_Letter.docx,The_777_Foundation_Intro_Letter.docx,.docx,38710,777,ops,draft,classified
ic-01602,The 777 Foundation/Letters/The_777_Foundation_Letter_from_Founder.docx,The_777_Foundation_Letter_from_Founder.docx,.docx,37589,777,ops,draft,classified
ic-01603,The 777 Foundation/Letters/The_777_Foundation_Letter_Clean_vFinal.docx,The_777_Foundation_Letter_Clean_vFinal.docx,.docx,37618,777,ops,draft,classified
ic-01604,The 777 Foundation/Letters/The_777_Foundation_Letter_FULL_FINAL_v2 2.docx,The_777_Foundation_Letter_FULL_FINAL_v2 2.docx,.docx,38672,777,ops,active,classified
ic-01605,The 777 Foundation/Letters/The_777_Foundation_Letter_FULL_FINAL_v2.docx,The_777_Foundation_Letter_FULL_FINAL_v2.docx,.docx,38672,777,ops,active,classified
ic-01606,The 777 Foundation/777 pack/777_Future_Path_Eight_Purposes_Pack.zip,777_Future_Path_Eight_Purposes_Pack.zip,.zip,282995,777,code,draft,classified
ic-01607,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus.zip,777_Governance_Pack_v1_1_plus.zip,.zip,712992,777,code,active,classified
ic-01608,The 777 Foundation/777 pack/Bylaws_777_v1_2_REVISED.docx,Bylaws_777_v1_2_REVISED.docx,.docx,42929,777,legal,active,classified
ic-01609,The 777 Foundation/BC Act Guide /ED_Recruitment_Contract_Framework_v1.0.docx,ED_Recruitment_Contract_Framework_v1.0.docx,.docx,37570,777,legal,active,classified
ic-01610,The 777 Foundation/BC Act Guide /Board_Essentials_Step7_Financial_Duties.docx,Board_Essentials_Step7_Financial_Duties.docx,.docx,37829,777,ops,draft,classified
ic-01611,The 777 Foundation/BC Act Guide /Board_Essentials_Step6_Tools_Records.docx,Board_Essentials_Step6_Tools_Records.docx,.docx,37820,777,ops,draft,classified
ic-01612,The 777 Foundation/BC Act Guide /Board_Essentials_Step8_Conflicts_Resignation_Transitions.docx,Board_Essentials_Step8_Conflicts_Resignation_Transitions.docx,.docx,37650,777,ops,draft,classified
ic-01613,The 777 Foundation/BC Act Guide /Governance_Essentials_Transition_Disqualification_Conflicts.docx,Governance_Essentials_Transition_Disqualification_Conflicts.docx,.docx,37931,777,spec,draft,classified
ic-01614,The 777 Foundation/BC Act Guide /Board_Essentials_Step2_ED_vs_Board_Succession.docx,Board_Essentials_Step2_ED_vs_Board_Succession.docx,.docx,37632,777,ops,draft,classified
ic-01615,The 777 Foundation/BC Act Guide /00_Board_Role_and_Governance_Matrix.docx,00_Board_Role_and_Governance_Matrix.docx,.docx,37877,777,spec,draft,classified
ic-01616,The 777 Foundation/BC Act Guide /Board_Essentials_Step4_Finance_Ethics_Culture.docx,Board_Essentials_Step4_Finance_Ethics_Culture.docx,.docx,37952,777,ops,draft,classified
ic-01617,The 777 Foundation/BC Act Guide /Board_Essentials_Step1_AGM_SOP_Consent.docx,Board_Essentials_Step1_AGM_SOP_Consent.docx,.docx,37959,777,ops,draft,classified
ic-01618,The 777 Foundation/BC Act Guide /ED_Recruitment_Package_777Foundation.docx,ED_Recruitment_Package_777Foundation.docx,.docx,38466,777,ops,draft,classified
ic-01619,The 777 Foundation/BC Act Guide /Executive_Director_Volunteer_Agreement_777_Foundation.docx,Executive_Director_Volunteer_Agreement_777_Foundation.docx,.docx,37774,777,ops,draft,classified
ic-01620,The 777 Foundation/BC Act Guide /Board_Essentials_All_9_Steps_Corrected.zip,Board_Essentials_All_9_Steps_Corrected.zip,.zip,341830,777,code,draft,classified
ic-01621,The 777 Foundation/BC Act Guide /Board_Essentials_Step3_Gift_Transparency_Privacy.docx,Board_Essentials_Step3_Gift_Transparency_Privacy.docx,.docx,37999,777,ops,draft,classified
ic-01622,The 777 Foundation/BC Act Guide /Board_Essentials_Step5_Bylaws_CRA_Legal.docx,Board_Essentials_Step5_Bylaws_CRA_Legal.docx,.docx,37888,777,legal,draft,classified
ic-01623,The 777 Foundation/BC Act Guide /00_Board_ED_Recruitment_&_Volunteer_Contract_v1.2.docx,00_Board_ED_Recruitment_&_Volunteer_Contract_v1.2.docx,.docx,38466,777,legal,active,classified
ic-01624,The 777 Foundation/BC Act Guide /Board_Essentials_Step9_Dissolution_Windup_Assets.docx,Board_Essentials_Step9_Dissolution_Windup_Assets.docx,.docx,37517,777,ops,draft,classified
ic-01625,The 777 Foundation/BC Act Guide /00_Conflict_Disclosure_Form_ED.docx,00_Conflict_Disclosure_Form_ED.docx,.docx,37389,777,ops,draft,classified
ic-01626,The 777 Foundation/Important prompt pack/Volunteer_Hiring_DEI_Policy_777Foundation.docx,Volunteer_Hiring_DEI_Policy_777Foundation.docx,.docx,38478,777,ops,draft,classified
ic-01627,The 777 Foundation/Important prompt pack/Board_Action_Kit_777_v1.zip,Board_Action_Kit_777_v1.zip,.zip,318177,777,code,active,classified
ic-01628,The 777 Foundation/Important prompt pack/Volunteer_Policy_Pack_777_Foundation.docx,Volunteer_Policy_Pack_777_Foundation.docx,.docx,38302,777,ops,draft,classified
ic-01629,The 777 Foundation/Important prompt pack/Guardian_Governance_Pack_777_v1.zip,Guardian_Governance_Pack_777_v1.zip,.zip,321055,777,code,active,classified
ic-01630,The 777 Foundation/Important prompt pack/Volunteer_Recruitment_and_Safeguards_Policy.docx,Volunteer_Recruitment_and_Safeguards_Policy.docx,.docx,38664,777,ops,draft,classified
ic-01631,The 777 Foundation/Important prompt pack/Volunteer_Agreement_777.docx,Volunteer_Agreement_777.docx,.docx,37454,777,ops,draft,classified
ic-01632,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P10_Advocacy_Nonpartisanship.docx,Policy_P10_Advocacy_Nonpartisanship.docx,.docx,37493,777,spec,active,classified
ic-01633,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P12_Branches_International_Affiliates_SOP.docx,Policy_P12_Branches_International_Affiliates_SOP.docx,.docx,37492,777,spec,active,classified
ic-01634,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P9_Impact_and_Transparency.docx,Policy_P9_Impact_and_Transparency.docx,.docx,37492,777,spec,active,classified
ic-01635,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P6_Privacy_PIPA_Records_Retention.docx,Policy_P6_Privacy_PIPA_Records_Retention.docx,.docx,37683,777,spec,active,classified
ic-01636,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Bylaws_777_Hardened_v1_1_plus.docx,Bylaws_777_Hardened_v1_1_plus.docx,.docx,42294,777,legal,active,classified
ic-01637,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P2_Code_of_Conduct_Anti_Harassment.docx,Policy_P2_Code_of_Conduct_Anti_Harassment.docx,.docx,37835,777,spec,active,classified
ic-01638,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P7_Cybersecurity_Responsible_AI.docx,Policy_P7_Cybersecurity_Responsible_AI.docx,.docx,37717,777,spec,active,classified
ic-01639,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Letterhead_Template_777.docx,Letterhead_Template_777.docx,.docx,37582,777,spec,active,classified
ic-01640,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_Schedule_C_Governance_Hygiene.docx,Policy_Schedule_C_Governance_Hygiene.docx,.docx,37060,777,spec,active,classified
ic-01641,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_Schedule_A_Financial_Controls.docx,Policy_Schedule_A_Financial_Controls.docx,.docx,37411,777,spec,active,classified
ic-01642,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P5_Gift_Acceptance_Donor_Due_Diligence.docx,Policy_P5_Gift_Acceptance_Donor_Due_Diligence.docx,.docx,37824,777,spec,active,classified
ic-01643,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P11_Minutes_SOP.docx,Policy_P11_Minutes_SOP.docx,.docx,37425,777,spec,active,classified
ic-01644,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P1_Conflict_of_Interest_Recusal.docx,Policy_P1_Conflict_of_Interest_Recusal.docx,.docx,37924,777,spec,active,classified
ic-01645,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Organizational_Meeting_Minutes_777.docx,Organizational_Meeting_Minutes_777.docx,.docx,38984,777,spec,active,classified
ic-01646,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Constitution_Five_Purpose_777.docx,Constitution_Five_Purpose_777.docx,.docx,37499,777,spec,active,classified
ic-01647,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P4_Financial_Controls_and_DOA.docx,Policy_P4_Financial_Controls_and_DOA.docx,.docx,37761,777,spec,active,classified
ic-01648,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P3_Safeguarding.docx,Policy_P3_Safeguarding.docx,.docx,37718,777,spec,active,classified
ic-01649,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Board_Resolutions_777_Organizational_Meeting.docx,Board_Resolutions_777_Organizational_Meeting.docx,.docx,38732,777,legal,active,classified
ic-01650,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_Schedule_B_Membership.docx,Policy_Schedule_B_Membership.docx,.docx,37178,777,spec,active,classified
ic-01651,The 777 Foundation/777 pack/777_Governance_Pack_v1_1_plus/Policy_P8_Crisis_Communications_10_Step.docx,Policy_P8_Crisis_Communications_10_Step.docx,.docx,37541,777,spec,active,classified
ic-01652,The 777 Foundation/777 pack/۳/Bylaws_777_FINAL_ModelB_CLEAN.docx,Bylaws_777_FINAL_ModelB_CLEAN.docx,.docx,44792,777,legal,draft,classified
ic-01653,The 777 Foundation/777 pack/۳/Bylaws_777_FINAL_BC_Filing_Copy.docx,Bylaws_777_FINAL_BC_Filing_Copy.docx,.docx,40420,777,legal,draft,classified
ic-01654,The 777 Foundation/777 pack/۳/Policy_Paid_Services_by_Directors_and_Founder_v1.docx,Policy_Paid_Services_by_Directors_and_Founder_v1.docx,.docx,38336,777,ops,active,classified
ic-01655,The 777 Foundation/777 pack/۳/Bylaws_777_FINAL_BC_Filing_Upload_NO-SIGNATURE.docx,Bylaws_777_FINAL_BC_Filing_Upload_NO-SIGNATURE.docx,.docx,40237,777,legal,draft,classified
ic-01656,The 777 Foundation/777 pack/۳/Bylaws_777_FINAL_BC_Filing_Optimized_v1.docx,Bylaws_777_FINAL_BC_Filing_Optimized_v1.docx,.docx,40024,777,legal,active,classified
ic-01657,The 777 Foundation/777 pack/۳/Bylaws_777_Foundation_BC_Bylaws_UNIFIED_Reference.docx,Bylaws_777_Foundation_BC_Bylaws_UNIFIED_Reference.docx,.docx,44762,777,legal,draft,classified
ic-01658,The 777 Foundation/777 pack/۳/Bylaws_777_v1_3_FULL_CLEAN.docx,Bylaws_777_v1_3_FULL_CLEAN.docx,.docx,44792,777,legal,active,classified
ic-01659,The 777 Foundation/777 pack/۳/Bylaws_777_v1_2_REVISED.docx,Bylaws_777_v1_2_REVISED.docx,.docx,42929,777,legal,active,classified
ic-01660,The 777 Foundation/777 pack/۳/Policy_Schedule_D_CASL_Transparency_777_v1_0.docx,Policy_Schedule_D_CASL_Transparency_777_v1_0.docx,.docx,37459,777,ops,active,classified
ic-01661,The 777 Foundation/777 pack/۳/Bylaws_777_MINIMAL_BC_Filing_Ready.docx,Bylaws_777_MINIMAL_BC_Filing_Ready.docx,.docx,38924,777,legal,draft,classified
ic-01662,The 777 Foundation/777 pack/۳/Bylaws_777_v1_3_FULL_CLEAN 2.docx,Bylaws_777_v1_3_FULL_CLEAN 2.docx,.docx,44792,777,legal,active,classified
ic-01663,The 777 Foundation/777 pack/۳/Bylaws_Simple_BC_v1.docx,Bylaws_Simple_BC_v1.docx,.docx,38790,777,legal,active,classified
ic-01664,The 777 Foundation/777 pack/۳/Bylaws_777_v1_3_HARMONIZED_CLEAN.docx,Bylaws_777_v1_3_HARMONIZED_CLEAN.docx,.docx,44186,777,legal,active,classified
ic-01665,The 777 Foundation/777 pack/۳/Bylaws_777_v1_3_ModelB_RESTATED.docx,Bylaws_777_v1_3_ModelB_RESTATED.docx,.docx,39995,777,legal,active,classified
ic-01666,The 777 Foundation/777 pack/۳/Policy_Schedule_C_Volunteer_Handbook_777_v1_0.docx,Policy_Schedule_C_Volunteer_Handbook_777_v1_0.docx,.docx,37711,777,ops,active,classified
ic-01667,The 777 Foundation/777 pack/۳/Bylaws_777_FINAL_BC_Filing_Copy 2.docx,Bylaws_777_FINAL_BC_Filing_Copy 2.docx,.docx,40420,777,legal,draft,classified
ic-01668,The 777 Foundation/777 pack/۳/Policy_Schedule_B_Privacy_Policy_777_v1_1.docx,Policy_Schedule_B_Privacy_Policy_777_v1_1.docx,.docx,37754,777,ops,active,classified
ic-01669,The 777 Foundation/777 pack/۳/Addendum_Director_Founder_Services_EN_FA_and_Policy.docx,Addendum_Director_Founder_Services_EN_FA_and_Policy.docx,.docx,38472,777,ops,draft,classified
ic-01670,The 777 Foundation/777 pack/۳/Policy_Schedule_E_Conflicts_RelatedParty_777_v1_0.docx,Policy_Schedule_E_Conflicts_RelatedParty_777_v1_0.docx,.docx,37621,777,ops,active,classified
ic-01671,The 777 Foundation/777 pack/۳/Policy_Schedule_A_Financial_Controls_777_v1_0.docx,Policy_Schedule_A_Financial_Controls_777_v1_0.docx,.docx,37947,777,ops,active,classified
ic-01672,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX.docx,.docx,39095,777,legal,draft,classified
ic-01673,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_BC_Filing_Upload_FA_vFINAL.docx,Bylaws_777_FINAL_BC_Filing_Upload_FA_vFINAL.docx,.docx,41084,777,legal,draft,classified
ic-01674,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.14_REGISTRY_SUBMISSION_FINAL.docx,Bylaws_777_v1.14_REGISTRY_SUBMISSION_FINAL.docx,.docx,41802,777,legal,active,classified
ic-01675,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.15_REGISTRY_SUBMISSION_BEST 2.docx,Bylaws_777_v1.15_REGISTRY_SUBMISSION_BEST 2.docx,.docx,41283,777,legal,active,classified
ic-01676,The 777 Foundation/777 pack/۳/Minimal 2/777_Foundation_Consolidated_Bylaws_and_Policy_FINAL.docx,777_Foundation_Consolidated_Bylaws_and_Policy_FINAL.docx,.docx,40837,777,legal,draft,classified
ic-01677,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX 2.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX 2.docx,.docx,39095,777,legal,draft,classified
ic-01678,The 777 Foundation/777 pack/۳/Minimal 2/Constitution_777_BC_Filing_CLEAN.docx,Constitution_777_BC_Filing_CLEAN.docx,.docx,37363,777,ops,draft,classified
ic-01679,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_BC_Filing_Upload_NO-SIGNATURE 2.docx,Bylaws_777_FINAL_BC_Filing_Upload_NO-SIGNATURE 2.docx,.docx,40237,777,legal,draft,classified
ic-01680,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.16_FINAL_MINIMAL.docx,Bylaws_777_v1.16_FINAL_MINIMAL.docx,.docx,40118,777,legal,active,classified
ic-01681,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_BC_Filing_Upload_NO-SIGNATURE.docx,Bylaws_777_FINAL_BC_Filing_Upload_NO-SIGNATURE.docx,.docx,40237,777,legal,draft,classified
ic-01682,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.13.2_REGISTRY_FINAL_CLEAN.docx,Bylaws_777_v1.13.2_REGISTRY_FINAL_CLEAN.docx,.docx,40968,777,legal,active,classified
ic-01683,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777.docx,Bylaws_777.docx,.docx,39755,777,legal,draft,classified
ic-01684,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.13.1_REGISTRY_READY.docx,Bylaws_777_v1.13.1_REGISTRY_READY.docx,.docx,40848,777,legal,active,classified
ic-01685,The 777 Foundation/777 pack/۳/Minimal 2/Founder_Executive_Compensation_Policy_777_OnePage_v1.0.docx,Founder_Executive_Compensation_Policy_777_OnePage_v1.0.docx,.docx,37921,777,ops,active,classified
ic-01686,The 777 Foundation/777 pack/۳/Minimal 2/Policy_Scholarship_Education_777.docx,Policy_Scholarship_Education_777.docx,.docx,38430,777,ops,draft,classified
ic-01687,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_vSIMPLE-1.0_REGISTRY_BANK_READY.docx,Bylaws_777_vSIMPLE-1.0_REGISTRY_BANK_READY.docx,.docx,39828,777,legal,draft,classified
ic-01688,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.7.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.7.docx,.docx,40162,777,legal,active,classified
ic-01689,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.11_FINAL.pdf,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.11_FINAL.pdf,.pdf,10991,777,legal,active,classified
ic-01690,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.13_REGISTRY_SUBMISSION_CLEAN.docx,Bylaws_777_v1.13_REGISTRY_SUBMISSION_CLEAN.docx,.docx,41723,777,legal,active,classified
ic-01691,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.16_MINIMAL_CLEAN_FOR_REGISTRY_BANK.docx,Bylaws_777_v1.16_MINIMAL_CLEAN_FOR_REGISTRY_BANK.docx,.docx,40811,777,legal,active,classified
ic-01692,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.8.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.8.docx,.docx,40932,777,legal,active,classified
ic-01693,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.12_REGISTRY_BANK_READY.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.12_REGISTRY_BANK_READY.docx,.docx,41529,777,legal,active,classified
ic-01694,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3_LETTERHEAD.zip,777_Minimal_Package_FINAL_v3_LETTERHEAD.zip,.zip,407958,777,code,active,classified
ic-01695,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.12_FINAL.docx,Bylaws_777_v1.12_FINAL.docx,.docx,40750,777,legal,active,classified
ic-01696,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.11_FINAL.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.11_FINAL.docx,.docx,41633,777,legal,active,classified
ic-01697,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.12.1_FILING_EDITION.docx,Bylaws_777_v1.12.1_FILING_EDITION.docx,.docx,40560,777,legal,active,classified
ic-01698,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.14.1_REGISTRY_SUBMISSION_FILING_COPY.docx,Bylaws_777_v1.14.1_REGISTRY_SUBMISSION_FILING_COPY.docx,.docx,41734,777,legal,active,classified
ic-01699,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.15_REGISTRY_SUBMISSION_BEST.docx,Bylaws_777_v1.15_REGISTRY_SUBMISSION_BEST.docx,.docx,41283,777,legal,active,classified
ic-01700,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.6_fullnumbering.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.6_fullnumbering.docx,.docx,39934,777,legal,active,classified
ic-01701,The 777 Foundation/777 pack/۳/Minimal 2/Constitution_777_BC_Filing_CLEAN_vFINAL.docx,Constitution_777_BC_Filing_CLEAN_vFINAL.docx,.docx,37467,777,ops,draft,classified
ic-01702,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.10_titles_clean.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.10_titles_clean.docx,.docx,41101,777,legal,active,classified
ic-01703,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3.zip,777_Minimal_Package_FINAL_v3.zip,.zip,357098,777,code,active,classified
ic-01704,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_v1.13_FILING_MASTER.docx,Bylaws_777_v1.13_FILING_MASTER.docx,.docx,40646,777,legal,active,classified
ic-01705,The 777 Foundation/777 pack/۳/Minimal 2/Constitution_777_BC_Filing_CLEAN_CRA-OPT.docx,Constitution_777_BC_Filing_CLEAN_CRA-OPT.docx,.docx,37491,777,ops,draft,classified
ic-01706,The 777 Foundation/777 pack/۳/Minimal 2/Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.9_with_vice_chair.docx,Bylaws_777_FINAL_WITH_GOLDEN_FIX_v1.9_with_vice_chair.docx,.docx,41112,777,legal,active,classified
ic-01707,The 777 Foundation/777 pack/۳/Minimal 2/Board_Resolution_Banking_Signing_Two-of-Three.docx,Board_Resolution_Banking_Signing_Two-of-Three.docx,.docx,37508,777,legal,draft,classified
ic-01708,The 777 Foundation/777 pack/۳/Minimal/777_Minimal_Package_Post-Registration_v1.zip,777_Minimal_Package_Post-Registration_v1.zip,.zip,319724,777,code,active,classified
ic-01709,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3_LETTERHEAD/Bylaws_777_MINIMAL_BC_Filing_Ready_FINAL_v3_LETTERHEAD.docx,Bylaws_777_MINIMAL_BC_Filing_Ready_FINAL_v3_LETTERHEAD.docx,.docx,40571,777,legal,active,classified
ic-01710,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3_LETTERHEAD/Policy_Program_Services_Facilitators_Consultants_EN_FA_LETTERHEAD.docx,Policy_Program_Services_Facilitators_Consultants_EN_FA_LETTERHEAD.docx,.docx,39998,777,ops,active,classified
ic-01711,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3_LETTERHEAD/Policy_Conflict_of_Interest_EN_FA_LETTERHEAD.docx,Policy_Conflict_of_Interest_EN_FA_LETTERHEAD.docx,.docx,39008,777,ops,active,classified
ic-01712,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3_LETTERHEAD/Template_Service_Agreement_Workshop_EN_FA_LETTERHEAD.docx,Template_Service_Agreement_Workshop_EN_FA_LETTERHEAD.docx,.docx,39238,777,ops,active,classified
ic-01713,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3_LETTERHEAD/Policy_Financial_Controls_EN_FA_LETTERHEAD.docx,Policy_Financial_Controls_EN_FA_LETTERHEAD.docx,.docx,39044,777,ops,active,classified
ic-01714,The 777 Foundation/777 pack/۳/Minimal 2/777_Minimal_Package_FINAL_v3_LETTERHEAD/Form_Payment_Authorization_EN_FA_LETTERHEAD.docx,Form_Payment_Authorization_EN_FA_LETTERHEAD.docx,.docx,38828,777,ops,active,classified
